,Data_Source,Airline_name,Aircraft_Type,Category,Flight_Type,Count,Total_seat,Seat_Class,Seat_Type,Seat_Position,Recline,Premium,Pitch_minimum,Pitch_maximum,Width,Bedlength_maximum,Bedlength_minimum,Music,VideoType,Power_available,Power_kind,Usb_available,Usb_kind,Rating,Constructor
0,SeatGuru,aegean-airlines,Airbus A319-100,ECONOMY,short haul,138,138,Economy,STANDARD,BULKHEAD,,N,30,30,18.0,,,NONE,NONE,NONE,,NONE,,2,Airbus
1,SeatGuru,aegean-airlines,Airbus A319-100,ECONOMY,short haul,138,138,Economy,STANDARD,NORMAL,,N,30,30,18.0,,,NONE,NONE,NONE,,NONE,,2,Airbus
2,SeatGuru,aegean-airlines,Airbus A319-100,ECONOMY,short haul,138,138,Economy,STANDARD,EXIT_ROW,,N,30,30,18.0,,,NONE,NONE,NONE,,NONE,,5,Airbus
3,SeatGuru,aegean-airlines,Airbus A319-100,ECONOMY,short haul,138,138,Economy,STANDARD,NORMAL,,N,30,30,18.0,,,NONE,NONE,NONE,,NONE,,3,Airbus
4,SeatGuru,aegean-airlines,Airbus A319-100,ECONOMY,short haul,138,138,Economy,STANDARD,NORMAL,,N,30,30,18.0,,,NONE,NONE,NONE,,NONE,,1,Airbus
5,SeatGuru,aegean-airlines,Airbus A320-200,ECONOMY,short haul,174,174,Economy,STANDARD,BULKHEAD,,N,30,30,18.0,,,YES,OVERHEAD,NONE,,NONE,,2,Airbus
6,SeatGuru,aegean-airlines,Airbus A320-200,ECONOMY,short haul,174,174,Economy,STANDARD,NORMAL,,N,30,30,18.0,,,YES,OVERHEAD,NONE,,NONE,,2,Airbus
7,SeatGuru,aegean-airlines,Airbus A320-200,ECONOMY,short haul,174,174,Economy,STANDARD,EXIT_ROW,,N,30,30,18.0,,,YES,OVERHEAD,NONE,,NONE,,2,Airbus
8,SeatGuru,aegean-airlines,Airbus A320-200,ECONOMY,short haul,174,174,Economy,STANDARD,EXIT_ROW,,N,30,30,18.0,,,YES,OVERHEAD,NONE,,NONE,,5,Airbus
9,SeatGuru,aegean-airlines,Airbus A320-200,ECONOMY,short haul,174,174,Economy,STANDARD,NORMAL,,N,30,30,18.0,,,YES,OVERHEAD,NONE,,NONE,,3,Airbus
10,SeatGuru,aegean-airlines,Airbus A320-200,ECONOMY,short haul,174,174,Economy,STANDARD,NORMAL,,N,30,30,18.0,,,YES,OVERHEAD,NONE,,NONE,,1,Airbus
11,SeatGuru,aegean-airlines,Airbus A321-200,ECONOMY,long haul,196,196,Economy,STANDARD,BULKHEAD,,N,30,30,18.0,,,YES,OVERHEAD,NONE,,NONE,,2,Airbus
12,SeatGuru,aegean-airlines,Airbus A321-200,ECONOMY,long haul,196,196,Economy,STANDARD,EXIT_ROW,,N,30,30,18.0,,,YES,OVERHEAD,NONE,,NONE,,5,Airbus
13,SeatGuru,aegean-airlines,Airbus A321-200,ECONOMY,long haul,196,196,Economy,STANDARD,NORMAL,,N,30,30,18.0,,,YES,OVERHEAD,NONE,,NONE,,3,Airbus
14,SeatGuru,aegean-airlines,Airbus A321-200,ECONOMY,long haul,196,196,Economy,STANDARD,NORMAL,,N,30,30,18.0,,,YES,OVERHEAD,NONE,,NONE,,2,Airbus
15,SeatGuru,aegean-airlines,Airbus A321-200,ECONOMY,long haul,196,196,Economy,STANDARD,NORMAL,,N,30,30,18.0,,,YES,OVERHEAD,NONE,,NONE,,5,Airbus
16,SeatGuru,aegean-airlines,Airbus A321-200,ECONOMY,long haul,196,196,Economy,STANDARD,NORMAL,,N,30,30,18.0,,,YES,OVERHEAD,NONE,,NONE,,1,Airbus
17,SeatGuru,aegean-airlines,Airbus A321-200,ECONOMY,long haul,196,196,Economy,STANDARD,EXIT_ROW,,N,30,30,18.0,,,YES,OVERHEAD,NONE,,NONE,,2,Airbus
18,SeatGuru,aegean-airlines,ATR 42-600,ECONOMY,short haul,48,48,Economy,STANDARD,EXIT_ROW,,N,30,30,17.0,,,NONE,NONE,NONE,,NONE,,2,Others
19,SeatGuru,aegean-airlines,ATR 42-600,ECONOMY,short haul,48,48,Economy,STANDARD,NORMAL,,N,30,30,17.0,,,NONE,NONE,NONE,,NONE,,3,Others
20,SeatGuru,aegean-airlines,ATR 42-600,ECONOMY,short haul,48,48,Economy,STANDARD,NORMAL,,N,30,30,17.0,,,NONE,NONE,NONE,,NONE,,2,Others
21,SeatGuru,aegean-airlines,ATR 42-600,ECONOMY,short haul,48,48,Economy,STANDARD,NORMAL,,N,30,30,17.0,,,NONE,NONE,NONE,,NONE,,1,Others
22,SeatGuru,aegean-airlines,ATR 42-600,ECONOMY,short haul,48,48,Economy,STANDARD,EXIT_ROW,,N,30,30,17.0,,,NONE,NONE,NONE,,NONE,,5,Others
23,SeatGuru,aegean-airlines,Bombardier Dash 8 Q400,ECONOMY,short haul,78,78,Economy,STANDARD,EXIT_ROW,,N,30,30,17.0,,,NONE,NONE,NONE,,NONE,,4,Others
24,SeatGuru,aegean-airlines,Bombardier Dash 8 Q400,ECONOMY,short haul,78,78,Economy,STANDARD,NORMAL,,N,30,30,17.0,,,NONE,NONE,NONE,,NONE,,3,Others
25,SeatGuru,aegean-airlines,Bombardier Dash 8 Q400,ECONOMY,short haul,78,78,Economy,STANDARD,NORMAL,,N,30,30,17.0,,,NONE,NONE,NONE,,NONE,,1,Others
26,SeatGuru,aeroflot,Russian Airlines Airbus 330 200,BUSINESS,long haul,34,241,Business,ANGLE_FLAT,BULKHEAD,166 degrees,A,60,60,26.7,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,2,Airbus
27,SeatGuru,aeroflot,Russian Airlines Airbus 330 200,ECONOMY,long haul,207,241,Economy,STANDARD,BULKHEAD,,N,31,31,18.0,,,ON_DEMAND,ON_DEMAND,NONE,,ALL,PORT,3,Airbus
28,SeatGuru,aeroflot,Russian Airlines Airbus 330 200,ECONOMY,long haul,207,241,Economy,STANDARD,NORMAL,,N,31,31,18.0,,,ON_DEMAND,ON_DEMAND,NONE,,ALL,PORT,3,Airbus
29,SeatGuru,aeroflot,Russian Airlines Airbus 330 200,BUSINESS,long haul,34,241,Business,ANGLE_FLAT,NORMAL,166 degrees,A,60,60,26.7,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,3,Airbus
30,SeatGuru,aeroflot,Russian Airlines Airbus 330 200,ECONOMY,long haul,207,241,Economy,STANDARD,NORMAL,,N,31,31,18.0,,,ON_DEMAND,ON_DEMAND,NONE,,ALL,PORT,2,Airbus
31,SeatGuru,aeroflot,Russian Airlines Airbus 330 200,ECONOMY,long haul,207,241,Economy,STANDARD,EXIT_ROW,,N,31,31,18.0,,,ON_DEMAND,ON_DEMAND,NONE,,ALL,PORT,4,Airbus
32,SeatGuru,aeroflot,Russian Airlines Airbus 330 200,ECONOMY,long haul,207,241,Economy,STANDARD,EXIT_ROW,,N,31,31,18.0,,,ON_DEMAND,ON_DEMAND,NONE,,ALL,PORT,2,Airbus
33,SeatGuru,aeroflot,Russian Airlines Airbus 330 200,ECONOMY,long haul,207,241,Economy,STANDARD,NORMAL,,N,31,31,18.0,,,ON_DEMAND,ON_DEMAND,NONE,,ALL,PORT,1,Airbus
34,SeatGuru,aeroflot,Russian Airlines Airbus 330 200,BUSINESS,long haul,34,241,Business,ANGLE_FLAT,NORMAL,166 degrees,A,60,60,26.7,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,2,Airbus
35,SeatGuru,aeroflot,Russian Airlines Airbus 330 200,BUSINESS,long haul,34,241,Business,ANGLE_FLAT,BULKHEAD,166 degrees,A,60,60,26.7,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,3,Airbus
36,SeatGuru,aeroflot,Russian Airlines Airbus 330 200,BUSINESS,long haul,34,241,Business,ANGLE_FLAT,BULKHEAD,166 degrees,A,60,60,26.7,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,5,Airbus
37,SeatGuru,aeroflot,Russian Airlines Airbus A320,BUSINESS,short haul,20,140,Business,RECLINER,BULKHEAD,,R,38,38,21.0,,,YES,PORTABLE,ALL,AC,NONE,,2,Airbus
38,SeatGuru,aeroflot,Russian Airlines Airbus A320,ECONOMY,short haul,120,140,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,5,Airbus
39,SeatGuru,aeroflot,Russian Airlines Airbus A320,ECONOMY,short haul,120,140,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,3,Airbus
40,SeatGuru,aeroflot,Russian Airlines Airbus A320,BUSINESS,short haul,20,140,Business,RECLINER,NORMAL,,R,38,38,21.0,,,YES,PORTABLE,ALL,AC,NONE,,3,Airbus
41,SeatGuru,aeroflot,Russian Airlines Airbus A320,ECONOMY,short haul,120,140,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,1,Airbus
42,SeatGuru,aeroflot,Russian Airlines Airbus A320,ECONOMY,short haul,120,140,Economy,STANDARD,BULKHEAD,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,5,Airbus
43,SeatGuru,aeroflot,Russian Airlines Airbus A320,ECONOMY,short haul,120,140,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,2,Airbus
44,SeatGuru,aeroflot,Russian Airlines Airbus A320,ECONOMY,short haul,120,140,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,4,Airbus
45,SeatGuru,aeroflot,Russian Airlines Airbus A320 V2,BUSINESS,short haul,8,158,Business,RECLINER,BULKHEAD,,R,38,38,21.0,,,YES,PORTABLE,ALL,AC,NONE,,2,Airbus
46,SeatGuru,aeroflot,Russian Airlines Airbus A320 V2,ECONOMY,short haul,150,158,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,3,Airbus
47,SeatGuru,aeroflot,Russian Airlines Airbus A320 V2,ECONOMY,short haul,150,158,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,2,Airbus
48,SeatGuru,aeroflot,Russian Airlines Airbus A320 V2,ECONOMY,short haul,150,158,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,5,Airbus
49,SeatGuru,aeroflot,Russian Airlines Airbus A320 V2,BUSINESS,short haul,8,158,Business,RECLINER,NORMAL,,R,38,38,21.0,,,YES,PORTABLE,ALL,AC,NONE,,3,Airbus
50,SeatGuru,aeroflot,Russian Airlines Airbus A320 V2,ECONOMY,short haul,150,158,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,1,Airbus
51,SeatGuru,aeroflot,Russian Airlines Airbus A320 V2,ECONOMY,short haul,150,158,Economy,STANDARD,BULKHEAD,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,5,Airbus
52,SeatGuru,aeroflot,Russian Airlines Airbus A321,BUSINESS,short haul,28,170,Business,RECLINER,BULKHEAD,18 degrees,R,38,38,21.0,,,YES,PORTABLE,ALL,AC,NONE,,2,Airbus
53,SeatGuru,aeroflot,Russian Airlines Airbus A321,ECONOMY,short haul,142,170,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,3,Airbus
54,SeatGuru,aeroflot,Russian Airlines Airbus A321,ECONOMY,short haul,142,170,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,2,Airbus
55,SeatGuru,aeroflot,Russian Airlines Airbus A321,ECONOMY,short haul,142,170,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,4,Airbus
56,SeatGuru,aeroflot,Russian Airlines Airbus A321,BUSINESS,short haul,28,170,Business,RECLINER,NORMAL,18 degrees,R,38,38,21.0,,,YES,PORTABLE,ALL,AC,NONE,,3,Airbus
57,SeatGuru,aeroflot,Russian Airlines Airbus A321,ECONOMY,short haul,142,170,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,5,Airbus
58,SeatGuru,aeroflot,Russian Airlines Airbus A321,ECONOMY,short haul,142,170,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,1,Airbus
59,SeatGuru,aeroflot,Russian Airlines Airbus A321,BUSINESS,short haul,28,170,Business,RECLINER,NORMAL,18 degrees,R,38,38,21.0,,,YES,PORTABLE,ALL,AC,NONE,,2,Airbus
60,SeatGuru,aeroflot,Russian Airlines Airbus A321,ECONOMY,short haul,142,170,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,YES,NONE,NONE,,NONE,,5,Airbus
61,SeatGuru,aeroflot,Russian Airlines Airbus A321 V2,BUSINESS,short haul,16,183,Business,RECLINER,BULKHEAD,,R,38,38,21.0,,,YES,PORTABLE,ALL,AC,ALL,PORT,2,Airbus
62,SeatGuru,aeroflot,Russian Airlines Airbus A321 V2,ECONOMY,short haul,167,183,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,NONE,ALL,AC,ALL,PORT,3,Airbus
63,SeatGuru,aeroflot,Russian Airlines Airbus A321 V2,ECONOMY,short haul,167,183,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,YES,NONE,ALL,AC,ALL,PORT,2,Airbus
64,SeatGuru,aeroflot,Russian Airlines Airbus A321 V2,ECONOMY,short haul,167,183,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,YES,NONE,ALL,AC,ALL,PORT,5,Airbus
65,SeatGuru,aeroflot,Russian Airlines Airbus A321 V2,ECONOMY,short haul,167,183,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,NONE,ALL,AC,ALL,PORT,5,Airbus
66,SeatGuru,aeroflot,Russian Airlines Airbus A321 V2,BUSINESS,short haul,16,183,Business,RECLINER,NORMAL,,R,38,38,21.0,,,YES,PORTABLE,ALL,AC,ALL,PORT,3,Airbus
67,SeatGuru,aeroflot,Russian Airlines Airbus A321 V2,ECONOMY,short haul,167,183,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,NONE,ALL,AC,ALL,PORT,2,Airbus
68,SeatGuru,aeroflot,Russian Airlines Airbus A321 V2,ECONOMY,short haul,167,183,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,YES,NONE,ALL,AC,ALL,PORT,4,Airbus
69,SeatGuru,aeroflot,Russian Airlines Airbus A321 V2,ECONOMY,short haul,167,183,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,NONE,ALL,AC,ALL,PORT,1,Airbus
70,SeatGuru,aeroflot,Russian Airlines Airbus A321 V2,ECONOMY,short haul,167,183,Economy,STANDARD,BULKHEAD,,N,30,32,18.0,,,YES,NONE,ALL,AC,ALL,PORT,3,Airbus
71,SeatGuru,aeroflot,Russian Airlines Airbus A321 V3,BUSINESS,short haul,16,183,Business,RECLINER,BULKHEAD,,R,38,38,21.0,,,YES,PORTABLE,ALL,AC,NONE,,2,Airbus
72,SeatGuru,aeroflot,Russian Airlines Airbus A321 V3,ECONOMY,short haul,167,183,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,PORTABLE,NONE,,NONE,,2,Airbus
73,SeatGuru,aeroflot,Russian Airlines Airbus A321 V3,ECONOMY,short haul,167,183,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,YES,PORTABLE,NONE,,NONE,,2,Airbus
74,SeatGuru,aeroflot,Russian Airlines Airbus A321 V3,ECONOMY,short haul,167,183,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,YES,PORTABLE,NONE,,NONE,,5,Airbus
75,SeatGuru,aeroflot,Russian Airlines Airbus A321 V3,ECONOMY,short haul,167,183,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,PORTABLE,NONE,,NONE,,3,Airbus
76,SeatGuru,aeroflot,Russian Airlines Airbus A321 V3,BUSINESS,short haul,16,183,Business,RECLINER,NORMAL,,R,38,38,21.0,,,YES,PORTABLE,ALL,AC,NONE,,3,Airbus
77,SeatGuru,aeroflot,Russian Airlines Airbus A321 V3,ECONOMY,short haul,167,183,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,YES,PORTABLE,NONE,,NONE,,4,Airbus
78,SeatGuru,aeroflot,Russian Airlines Airbus A321 V3,ECONOMY,short haul,167,183,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,PORTABLE,NONE,,NONE,,5,Airbus
79,SeatGuru,aeroflot,Russian Airlines Airbus A321 V3,ECONOMY,short haul,167,183,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,YES,PORTABLE,NONE,,NONE,,1,Airbus
80,SeatGuru,aeroflot,Russian Airlines Airbus A321 V3,ECONOMY,short haul,167,183,Economy,STANDARD,BULKHEAD,,N,30,32,18.0,,,YES,PORTABLE,NONE,,NONE,,2,Airbus
81,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V2,BUSINESS,long haul,28,296,Business,ANGLE_FLAT,BULKHEAD,,A,"60,2","60,2",26.0,"76,5","76,5",ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,2,Airbus
82,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V2,ECONOMY,long haul,268,296,Economy,STANDARD,BULKHEAD,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,2,Airbus
83,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V2,ECONOMY,long haul,268,296,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,3,Airbus
84,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V2,BUSINESS,long haul,28,296,Business,ANGLE_FLAT,NORMAL,,A,"60,2","60,2",26.0,"76,5","76,5",ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,3,Airbus
85,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V2,ECONOMY,long haul,268,296,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,2,Airbus
86,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V2,ECONOMY,long haul,268,296,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,4,Airbus
87,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V2,ECONOMY,long haul,268,296,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,2,Airbus
88,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V2,ECONOMY,long haul,268,296,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,5,Airbus
89,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V2,ECONOMY,long haul,268,296,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,1,Airbus
90,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V2,BUSINESS,long haul,28,296,Business,ANGLE_FLAT,NORMAL,,A,"60,2","60,2",26.0,"76,5","76,5",ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,2,Airbus
91,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V3,BUSINESS,long haul,36,301,Business,ANGLE_FLAT,BULKHEAD,,A,"60,2","60,2",26.0,"76,5","76,5",ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,2,Airbus
92,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V3,ECONOMY,long haul,265,301,Economy,STANDARD,BULKHEAD,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,5,Airbus
93,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V3,ECONOMY,long haul,265,301,Economy,STANDARD,BULKHEAD,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,4,Airbus
94,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V3,ECONOMY,long haul,265,301,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,3,Airbus
95,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V3,BUSINESS,long haul,36,301,Business,ANGLE_FLAT,NORMAL,,A,"60,2","60,2",26.0,"76,5","76,5",ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,3,Airbus
96,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V3,ECONOMY,long haul,265,301,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,2,Airbus
97,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V3,ECONOMY,long haul,265,301,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,4,Airbus
98,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V3,ECONOMY,long haul,265,301,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,5,Airbus
99,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V3,ECONOMY,long haul,265,301,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,1,Airbus
100,SeatGuru,aeroflot,Russian Airlines Airbus A330 300 V3,BUSINESS,long haul,36,301,Business,ANGLE_FLAT,NORMAL,,A,"60,2","60,2",26.0,"76,5","76,5",ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,2,Airbus
101,SeatGuru,aeroflot,Russian Airlines Boeing 737-800,BUSINESS,short haul,20,158,Business,RECLINER,BULKHEAD,,R,38,38,21.0,,,YES,ON_DEMAND,ALL,AC,ALL,PORT,2,Boeing
102,SeatGuru,aeroflot,Russian Airlines Boeing 737-800,ECONOMY,short haul,138,158,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,NONE,NONE,ALL,AC,NONE,,3,Boeing
103,SeatGuru,aeroflot,Russian Airlines Boeing 737-800,ECONOMY,short haul,138,158,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,NONE,NONE,ALL,AC,NONE,,2,Boeing
104,SeatGuru,aeroflot,Russian Airlines Boeing 737-800,ECONOMY,short haul,138,158,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,NONE,NONE,ALL,AC,NONE,,2,Boeing
105,SeatGuru,aeroflot,Russian Airlines Boeing 737-800,ECONOMY,short haul,138,158,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,NONE,NONE,ALL,AC,NONE,,5,Boeing
106,SeatGuru,aeroflot,Russian Airlines Boeing 737-800,BUSINESS,short haul,20,158,Business,RECLINER,NORMAL,,R,38,38,21.0,,,YES,ON_DEMAND,ALL,AC,ALL,PORT,3,Boeing
107,SeatGuru,aeroflot,Russian Airlines Boeing 737-800,ECONOMY,short haul,138,158,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,NONE,NONE,ALL,AC,NONE,,1,Boeing
108,SeatGuru,aeroflot,Russian Airlines Boeing 737-800,ECONOMY,short haul,138,158,Economy,STANDARD,BULKHEAD,,N,30,32,18.0,,,NONE,NONE,ALL,AC,NONE,,2,Boeing
109,SeatGuru,aeroflot,Russian Airlines Boeing 777-300ER,BUSINESS,long haul,30,402,Business,FLAT_BED,BULKHEAD,180 degrees,F,57,57,22.0,"76,5","76,5",ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,2,Boeing
110,SeatGuru,aeroflot,Russian Airlines Boeing 777-300ER,PREMIUM,long haul,48,402,Comfort,RECLINER,BULKHEAD,,R,38,38,20.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,2,Boeing
111,SeatGuru,aeroflot,Russian Airlines Boeing 777-300ER,PREMIUM,long haul,48,402,Comfort,RECLINER,NORMAL,,R,38,38,20.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,3,Boeing
112,SeatGuru,aeroflot,Russian Airlines Boeing 777-300ER,PREMIUM,long haul,48,402,Comfort,RECLINER,NORMAL,,R,38,38,20.0,,,ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,2,Boeing
113,SeatGuru,aeroflot,Russian Airlines Boeing 777-300ER,ECONOMY,long haul,324,402,Economy,STANDARD,BULKHEAD,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,NONE,,ALL,PORT,3,Boeing
114,SeatGuru,aeroflot,Russian Airlines Boeing 777-300ER,ECONOMY,long haul,324,402,Economy,STANDARD,BULKHEAD,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,NONE,,ALL,PORT,5,Boeing
115,SeatGuru,aeroflot,Russian Airlines Boeing 777-300ER,ECONOMY,long haul,324,402,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,NONE,,ALL,PORT,3,Boeing
116,SeatGuru,aeroflot,Russian Airlines Boeing 777-300ER,BUSINESS,long haul,30,402,Business,FLAT_BED,NORMAL,180 degrees,F,57,57,22.0,"76,5","76,5",ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,3,Boeing
117,SeatGuru,aeroflot,Russian Airlines Boeing 777-300ER,ECONOMY,long haul,324,402,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,NONE,,ALL,PORT,2,Boeing
118,SeatGuru,aeroflot,Russian Airlines Boeing 777-300ER,ECONOMY,long haul,324,402,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,NONE,,ALL,PORT,2,Boeing
119,SeatGuru,aeroflot,Russian Airlines Boeing 777-300ER,ECONOMY,long haul,324,402,Economy,STANDARD,EXIT_ROW,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,NONE,,ALL,PORT,4,Boeing
120,SeatGuru,aeroflot,Russian Airlines Boeing 777-300ER,ECONOMY,long haul,324,402,Economy,STANDARD,BULKHEAD,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,NONE,,ALL,PORT,2,Boeing
121,SeatGuru,aeroflot,Russian Airlines Boeing 777-300ER,BUSINESS,long haul,30,402,Business,FLAT_BED,NORMAL,180 degrees,F,57,57,22.0,"76,5","76,5",ON_DEMAND,ON_DEMAND,ALL,AC,ALL,PORT,2,Boeing
122,SeatGuru,aeroflot,Russian Airlines Boeing 777-300ER,ECONOMY,long haul,324,402,Economy,STANDARD,NORMAL,,N,30,32,18.0,,,ON_DEMAND,ON_DEMAND,NONE,,ALL,PORT,1,Boeing
123,SeatGuru,aeroflot,Russian Airlines Sukhoi Superjet 100-95B,BUSINESS,short haul,12,87,Business,RECLINER,NORMAL,,R,36,36,18.3,,,NONE,SEATBACK,NONE,,NONE,,2,Others
124,SeatGuru,aeroflot,Russian Airlines Sukhoi Superjet 100-95B,ECONOMY,short haul,75,87,Economy,STANDARD,NORMAL,,N,30,32,18.3,,,NONE,NONE,NONE,,NONE,,3,Others
125,SeatGuru,aeroflot,Russian Airlines Sukhoi Superjet 100-95B,BUSINESS,short haul,12,87,Business,RECLINER,NORMAL,,R,36,36,18.3,,,NONE,SEATBACK,NONE,,NONE,,3,Others
126,SeatGuru,aeroflot,Russian Airlines Sukhoi Superjet 100-95B,ECONOMY,short haul,75,87,Economy,STANDARD,NORMAL,,N,30,32,18.3,,,NONE,NONE,NONE,,NONE,,1,Others
